token_context,word_context,seg_context,sent_cotext,label
"['Thestrategydecisionbythetowithispassedtocontentpl.', 'Thesystemusesadomain-specificcontentplannertoproduceinputtothesurfacerealizerbasedonthestrategydecision,andaFUF/SURGE #TAUTHOR_TAGgenerationsystemtoproducetheappropriatetext.', 'Templatesareusedtogeneratesomephrasessuchgoontotheslide.""']","['Thestrategydecisionbythetogetherwithispassedtocontentplanninggeneration.', 'Thesystemusesadomain-specificcontentplannertoproduceinputtothesurfacerealizerbasedonthestrategydecision,andaFUF/SURGE #TAUTHOR_TAGgenerationsystemtoproducetheappropriatetext.', 'Templatesareusedtogeneratesomephrasessuchgoontotheslide.""']","['Thestrategydecisionbytowith),ispassedtocontentpl.', 'Thesystemusesadomain-specificcontentplannertoproduceinputtothesurfacerealizerbasedonthestrategydecision,andaFUF/SURGE #TAUTHOR_TAGgenerationsystemtoproducetheappropriatetext.', 'Templatesareusedtogeneratesomestockphrasessuchgoontothenextslide.""']","['', 'Thesystemusesadomain-specificcontentplannertoproduceinputtothesurfacerealizerbasedonthestrategydecision,andaFUF/SURGE #TAUTHOR_TAGgenerationsystemtoproducetheappropriatetext.', 'Templatesareusedtogeneratesomestockphrasessuchas""Whenyouareready,goontothenextslide.""']",5
"['thekeyissuewearepltoinvestigateisthatoflinguisticalignment', 'Thethewehavethatstudentsatisfactionmaybeaffectedifsystemrephstudentanswersbetter', 'Resultsfromothersystemsshowthatmeasuresofsemanticcoherencebetweenastudentandasystemwerepositivelyassociatedwithhigherlearninggain #TAUTHOR_TAG.', '']","['thekeyissueweareplanningtoinvestigateisthatoflinguisticalignment.', 'Thethewehavethatstudentsatisfactionmaybeaffectedifsystemrephrasesstudentanswersbetter', 'Resultsfromothersystemsshowthatmeasuresofsemanticcoherencebetweenastudentandasystemwerepositivelyassociatedwithhigherlearninggain #TAUTHOR_TAG.', '']","['thekeyissueweareplanningtoinvestigateisthatoflinguisticalignment.', 'Theanalysisthedatawehavecollectedthatstudentsatisfactionmaybeaffectedifthesystemrephstudentanswersusing', 'Resultsfromothersystemsshowthatmeasuresofsemanticcoherencebetweenastudentandasystemwerepositivelyassociatedwithhigherlearninggain #TAUTHOR_TAG.', '']","['Indialoguemanagementandgeneration,thekeyissueweareplanningtoinvestigateisthatoflinguisticalignment.', '', 'Resultsfromothersystemsshowthatmeasuresofsemanticcoherencebetweenastudentandasystemwerepositivelyassociatedwithhigherlearninggain #TAUTHOR_TAG.', '']",3
"['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-byscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorreg', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'thesameremediationthesameerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'However,mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', '', '']",0
"['Interactionbetweencomponentsiscoordinatedbythedialoguemanagerwhichusestheinformationstateapproach #TAUTHOR_TAG.', 'Thedialoguestateisrepresentedbyacumulativeansweranalysiswhichtracks,overturns,thecorrect,incorrect-y-partsoftheanswer.', '', '']","['Interactionbetweencomponentsiscoordinatedbythedialoguemanagerwhichusestheinformationstateapproach #TAUTHOR_TAG.', 'Thedialoguestateisrepresentedbyacumulativeansweranalysiswhichtracks,overturns,thecorrect,incorrect,partsoftheanswer.', '', '']","['Interactionbetweencomponentsiscoordinatedbythedialoguemanagerwhichusestheinformationstateapproach #TAUTHOR_TAG.', 'Thedialoguestateisrepresentedbyacumulativeansweranalysiswhichtracks,overturns,thecorrect,incorrect,-y-mentionedpartsoftheanswer.', '', '']","['Interactionbetweencomponentsiscoordinatedbythedialoguemanagerwhichusestheinformationstateapproach #TAUTHOR_TAG.', 'Thedialoguestateisrepresentedbyacumulativeansweranalysiswhichtracks,overmultipleturns,thecorrect,incorrect,andnot-yet-mentionedpartsoftheanswer.', '', '']",5
"['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', 'student', 'Theadvthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailtospecificconceptionsstudentsingsoldingpotentiallysuggestingadditional', '', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', 'student', 'Theadvantagethisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsstudentsscaffoldingpotentiallysuggestingadditional', '', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', '', 'Theadvantagethisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailtospecificmisconceptionsmanystudents-stepscaffoldingpotentiallysuggestingadditionalproblems.', '', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', '', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', '', '']",0
"['thekeyissueweareplanningtoinvestigateisthatoflinguisticalignment.', ""Theanalysisofthedatawehavecollectedindicatesthatstudentsatisfactionmaybeaffectedifthesystemrephrasesstudentanswersusingdifferentwords(forexample,usingbetterterminology)butdoesn'texplicitlyexplainthereasonwhydifferentterminologyisneeded #TAUTHOR_TAG."", '', '']","['thekeyissueweareplanningtoinvestigateisthatoflinguisticalignment.', ""Theanalysisofthedatawehavecollectedindicatesthatstudentsatisfactionmaybeaffectedifthesystemrephrasesstudentanswersusingdifferentwords(forexample,usingbetterterminology)butdoesn'texplicitlyexplainthereasonwhydifferentterminologyisneeded #TAUTHOR_TAG."", '', '']","['thekeyissueweareplanningtoinvestigateisthatoflinguisticalignment.', ""Theanalysisofthedatawehavecollectedindicatesthatstudentsatisfactionmaybeaffectedifthesystemrephrasesstudentanswersusingdifferentwords(forexample,usingbetterterminology)butdoesn'texplicitlyexplainthereasonwhydifferentterminologyisneeded #TAUTHOR_TAG."", '', '']","['Indialoguemanagementandgeneration,thekeyissueweareplanningtoinvestigateisthatoflinguisticalignment.', ""Theanalysisofthedatawehavecollectedindicatesthatstudentsatisfactionmaybeaffectedifthesystemrephrasesstudentanswersusingdifferentwords(forexample,usingbetterterminology)butdoesn'texplicitlyexplainthereasonwhydifferentterminologyisneeded #TAUTHOR_TAG."", '', '']",3
"['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-byscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorreg', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'thesameremediationthesameerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'However,mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', '', '']",0
"['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', 'student', 'Theadvthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailtospecificconceptionsstudentsingsoldingpotentiallysuggestingadditional', '', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', 'student', 'Theadvantagethisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsstudentsscaffoldingpotentiallysuggestingadditional', '', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', '', 'Theadvantagethisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailtospecificmisconceptionsmanystudents-stepscaffoldingpotentiallysuggestingadditionalproblems.', '', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', '', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', '', '']",0
"['Thetutorialpolicymakesahigh-leveldecisionastowhichstrategytouse(forexample,""acknowledgethecorrectpartandgiveahighspecificityhint"")basedontheansweranalysisanddialoguecontext.', 'Inadditiontoaremediationpolicy,thetutorialplannerimplementsanerrorrecoverypolicy #TAUTHOR_TAG.', '.', 'recoverypolicy', 'system,itattostanding', '', '']","['Thetutorialpolicymakesahigh-leveldecisionastowhichstrategytouse(forexample,""acknowledgethecorrectpartandgiveahighspecificityhint"")basedontheansweranalysisanddialoguecontext.', 'Inadditiontoaremediationpolicy,thetutorialplannerimplementsanerrorrecoverypolicy #TAUTHOR_TAG.', '', 'recoverypolicy', 'systemitattemptsto', '', '']","['Thetutorialpolicymakesahigh-leveldecisionastowhichstrategytouse(forexample,""acknowledgethecorrectpartandgiveahighspecificityhint"")basedontheansweranalysisanddialoguecontext.', 'Inadditiontoaremediationpolicy,thetutorialplannerimplementsanerrorrecoverypolicy #TAUTHOR_TAG.', '.', 'recoverypolicy', ',itattemptsto', '', '']","['Thetutorialpolicymakesahigh-leveldecisionastowhichstrategytouse(forexample,""acknowledgethecorrectpartandgiveahighspecificityhint"")basedontheansweranalysisanddialoguecontext.', '', '', '', '', '', '']",5
"['', '', ""Thecontextualinterpreterthenusesareferenceresolutionapproachsimilarto #TAUTHOR_TAG,andanontologymappingmechanism #AUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', '', '""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""""alldibeoff', '']","['', '', ""Thecontextualinterpreterthenusesareferenceresolutionapproachsimilarto #TAUTHOR_TAG,andanontologymappingmechanism #AUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', '', '""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""""allbeoff.""', '']","['', '', ""Thecontextualinterpreterthenusesareferenceresolutionapproachsimilarto #TAUTHOR_TAG,andanontologymappingmechanism #AUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', '', 'thequestion""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""""willbeoff', '']","['', '', ""Thecontextualinterpreterthenusesareferenceresolutionapproachsimilarto #TAUTHOR_TAG,andanontologymappingmechanism #AUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', '', 'Forexample,itcandeterminethatintheanswertothequestion""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '', '']",1
"['TheBEETLEIIsystemarchitectureisdesignedtoovercometheselimitations #TAUTHOR_TAG.', 'Itusesadeepparserandgenerator,togetherwithadomainreasonerandadiagnoser,toproducedetailedanalysesofstudentutterancesandgeneratefeedbackautomatically.', 'Thisallowsthesystemtoconsistentlyapplythesametutorialpolicyacrossarangeofquestions', '', '']","['TheBEETLEIIsystemarchitectureisdesignedtoovercometheselimitations #TAUTHOR_TAG.', 'Itusesadeepparserandgenerator,togetherwithadomainreasonerandadiagnoser,toproducedetailedanalysesofstudentutterancesandgeneratefeedbackautomatically.', 'Thisallowsthesystemtoconsistentlyapplythesametutorialpolicyacrossarangeofquestions.', '', '']","['TheBEETLEIIsystemarchitectureisdesignedtoovercometheselimitations #TAUTHOR_TAG.', 'Itusesadeepparserandgenerator,togetherwithadomainreasonerandadiagnoser,toproducedetailedanalysesofstudentutterancesandgeneratefeedbackautomatically.', 'Thisallowsthesystemtoconsistentlyapplythesametutorialpolicyacrossarangeofquestions', '', '']","['TheBEETLEIIsystemarchitectureisdesignedtoovercometheselimitations #TAUTHOR_TAG.', 'Itusesadeepparserandgenerator,togetherwithadomainreasonerandadiagnoser,toproducedetailedanalysesofstudentutterancesandgeneratefeedbackautomatically.', 'Thisallowsthesystemtoconsistentlyapplythesametutorialpolicyacrossarangeofquestions.', '', '']",0
"['', 'Thediagnoser, #AUTHOR_TAG),outputsadiwhichconsistscorrect', 'Atpresent,thesystemusesaheuristicmatchingalgorithmtoclassifyrelationsintotheappropriatecategory,thoughinthefuturewemayconsideraclassifiersimilarto #TAUTHOR_TAG.']","['', 'Thediagnoser, #AUTHOR_TAGb),outputsadiagnosiswhichconsistscorrect,', 'Atpresent,thesystemusesaheuristicmatchingalgorithmtoclassifyrelationsintotheappropriatecategory,thoughinthefuturewemayconsideraclassifiersimilarto #TAUTHOR_TAG.']","['', 'Thediagnoser, #AUTHOR_TAGb),outputsadiagnosiswhichconsistscorrect', 'Atpresent,thesystemusesaheuristicmatchingalgorithmtoclassifyrelationsintotheappropriatecategory,thoughinthefuturewemayconsideraclassifiersimilarto #TAUTHOR_TAG.']","['', '', 'Atpresent,thesystemusesaheuristicmatchingalgorithmtoclassifyrelationsintotheappropriatecategory,thoughinthefuturewemayconsideraclassifiersimilarto #TAUTHOR_TAG.']",3
"['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', 'student', 'Theadvthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailtospecificconceptionsstudentsingsoldingpotentiallysuggestingadditional', '', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', 'student', 'Theadvantagethisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsstudentsscaffoldingpotentiallysuggestingadditional', '', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', '', 'Theadvantagethisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailtospecificmisconceptionsmanystudents-stepscaffoldingpotentiallysuggestingadditionalproblems.', '', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #AUTHOR_TAGVan #AUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #TAUTHOR_TAG.', '', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', '', '']",0
"['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-byscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorreg', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'thesameremediationthesameerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'However,mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', '', '']",0
"['', '', ""Thecontextualinterpreterthenusesareferenceresolutionapproachsimilarto #AUTHOR_TAG,andanontologymappingmechanism #TAUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', 'formsresolution', '""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""cantaken""allbulbsdiwillbeoff', '']","['', '', ""Thecontextualinterpreterthenusesareferenceresolutionapproachsimilarto #AUTHOR_TAG,andanontologymappingmechanism #TAUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', 'performsresolution.', '""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""cantaken""allbulbswillbeoff.""', '']","['', '', ""Thecontextualinterpreterthenusesareferenceresolutionapproachsimilarto #AUTHOR_TAG,andanontologymappingmechanism #TAUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', 'forms', 'thequestion""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""canbetaken""allbulbswillbeoff', '']","['', '', ""Thecontextualinterpreterthenusesareferenceresolutionapproachsimilarto #AUTHOR_TAG,andanontologymappingmechanism #TAUTHOR_TAGa)toproduceadomain-specificsemanticrepresentationofthestudent'soutput."", '', '', '', 'Forexample,itcandeterminethatintheanswertothequestion""Whichbulbswillbeonandwhichbulbswillbeoffinthisdiagram?"",', '""off""canbetakentomean""allbulbsinthedi-agramwillbeoff.""', '']",5
['Otherfactorssuchasstudentconfidencecouldbeconsideredaswell #TAUTHOR_TAG.'],['Otherfactorssuchasstudentconfidencecouldbeconsideredaswell #TAUTHOR_TAG.'],['Otherfactorssuchasstudentconfidencecouldbeconsideredaswell #TAUTHOR_TAG.'],['Otherfactorssuchasstudentconfidencecouldbeconsideredaswell #TAUTHOR_TAG.'],3
"['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-byscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorreg', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'theremediationtheerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', 'thesameremediationthesameerrorregardless', '']","['Overthelastdecadetherehasbeenalotofinterestindevelopingtutorialdialoguesystemsthatunderstandstudentexplanations #TAUTHOR_TAG,becausehighpercentagesofselfexplanationandstudentcontentfultalkareknowntobecorrelatedwithbetterlearninginhumanhumantutoring #AUTHOR_TAG.', 'However,mostexistingsystemsusepre-authoredtutorresponsesforaddressingstudenterrors.', 'Theadvantageofthisapproachisthattutorscandeviseremediationdialoguesthatarehighlytailoredtospecificmisconceptionsmanystudentsshare,providingstep-by-stepscaffoldingandpotentiallysuggestingadditionalproblems.', '', '']",0
